TCGA-2H-A9GK-01A	TCGA-LN-A4A4-01A	TCGA-L5-A4OI-01A	TCGA-L5-A4OM-01A	TCGA-L5-A4OG-01A	TCGA-L5-A88Y-01A	TCGA-L5-A4OR-11A	TCGA-R6-A6XQ-01B	TCGA-ZR-A9CJ-01B	TCGA-L5-A8NW-01A	TCGA-S8-A6BV-01A	TCGA-2H-A9GM-01A	TCGA-LN-A4A5-01A	TCGA-LN-A7HY-01A	TCGA-2H-A9GL-01A	TCGA-IG-A3YA-01A	TCGA-JY-A6FB-01A	TCGA-JY-A938-01A	TCGA-LN-A49Y-01A	TCGA-LN-A5U6-01A	TCGA-L5-A88S-01A	TCGA-JY-A6FD-01A	TCGA-LN-A4A1-01A	TCGA-JY-A6FA-01A	TCGA-JY-A93C-01A	TCGA-LN-A49O-01A	TCGA-L7-A6VZ-01A	TCGA-L5-A88Z-01A	TCGA-R6-A6DN-01B	TCGA-JY-A6FH-01A	TCGA-L5-A8NU-01A	TCGA-L5-A4OG-11A	TCGA-2H-A9GG-01A	TCGA-IG-A625-01A	TCGA-LN-A49U-01A	TCGA-V5-A7RE-01A	TCGA-Q9-A6FW-01A	TCGA-2H-A9GR-01A	TCGA-VR-A8ER-01A	TCGA-IG-A97H-01A	TCGA-IG-A3I8-01A	TCGA-L5-A8NL-01A	TCGA-LN-A7HZ-01A	TCGA-VR-A8ET-01A	TCGA-L5-A88T-01A	TCGA-L5-A43E-01A	TCGA-IG-A4QS-01A	TCGA-IG-A5B8-01A	TCGA-VR-A8EW-01A	TCGA-L5-A8NQ-01A	TCGA-IC-A6RE-01A	TCGA-VR-A8EP-01A	TCGA-IG-A97I-01A	TCGA-JY-A93D-01A	TCGA-R6-A8WC-01A	TCGA-L5-A8NJ-01A	TCGA-L5-A8NE-01A	TCGA-R6-A8W5-01B	TCGA-L5-A8NS-01A	TCGA-R6-A6L4-01A	TCGA-R6-A6Y0-01B	TCGA-L5-A4OQ-11A	TCGA-LN-A49X-01A	TCGA-LN-A9FP-01A	TCGA-VR-A8EX-01A	TCGA-L5-A4ON-01A	TCGA-VR-A8EO-01A	TCGA-LN-A49M-01A	TCGA-LN-A8I0-01A	TCGA-V5-AASX-01A	TCGA-LN-A49S-01A	TCGA-Z6-A8JD-01A	TCGA-L5-A88V-01A	TCGA-IG-A7DP-01A	TCGA-KH-A6WC-01A	TCGA-JY-A93E-01A	TCGA-V5-A7RC-06A	TCGA-VR-A8EY-01A	TCGA-2H-A9GJ-01A	TCGA-LN-A7HX-01A	TCGA-VR-AA4D-01A	TCGA-L5-A893-01A	TCGA-IC-A6RF-11A	TCGA-2H-A9GI-01A	TCGA-Z6-AAPN-01A	TCGA-LN-A8I1-01A	TCGA-LN-A49W-01A	TCGA-V5-AASW-01A	TCGA-IG-A8O2-01A	TCGA-V5-A7RC-01B	TCGA-VR-A8Q7-01A	TCGA-JY-A939-01A	TCGA-L5-A4OJ-11A	TCGA-L5-A4OX-01A	TCGA-L5-A4OU-01A	TCGA-IC-A6RE-11A	TCGA-R6-A8WG-01A	TCGA-L5-A8NV-01A	TCGA-L5-A8NF-01A	TCGA-Z6-A9VB-01A	TCGA-L5-A4OP-01A	TCGA-L5-A8NH-01A	TCGA-LN-A7HW-01A	TCGA-L7-A56G-01A	TCGA-LN-A7HV-01A	TCGA-V5-A7RE-11A	TCGA-IG-A5S3-01A	TCGA-L5-A4OT-01A	TCGA-L5-A4OH-01A	TCGA-L5-A8NR-01A	TCGA-JY-A6FE-01A	TCGA-IG-A4P3-01A	TCGA-IG-A3QL-01A	TCGA-Z6-A8JE-01A	TCGA-RE-A7BO-01A	TCGA-V5-AASX-11A	TCGA-XP-A8T6-01A	TCGA-IG-A3YB-01A	TCGA-VR-A8EQ-01A	TCGA-LN-A9FQ-01A	TCGA-IG-A50L-01A	TCGA-LN-A4A3-01A	TCGA-IC-A6RF-01A	TCGA-2H-A9GO-01A	TCGA-L5-A4OS-01A	TCGA-LN-A9FR-01A	TCGA-L5-A8NG-01A	TCGA-LN-A9FO-01A	TCGA-L5-A8NM-01A	TCGA-L5-A88W-01A	TCGA-L5-A8NT-01A	TCGA-L5-A891-01A	TCGA-VR-A8EU-01A	TCGA-JY-A93F-01A	TCGA-L5-A8NI-01A	TCGA-R6-A6KZ-01A	TCGA-R6-A8W8-01B	TCGA-R6-A6XG-01B	TCGA-LN-A49P-01A	TCGA-LN-A8HZ-01A	TCGA-LN-A4A9-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A4A8-01A	TCGA-2H-A9GF-01A	TCGA-L5-A4OF-11A	TCGA-L5-A4OJ-01A	TCGA-L5-A4OO-11A	TCGA-L5-A43C-01A	TCGA-XP-A8T8-01A	TCGA-2H-A9GN-01A	TCGA-LN-A5U5-01A	TCGA-R6-A6DQ-01B	TCGA-2H-A9GH-01A	TCGA-JY-A6FG-01A	TCGA-LN-A5U7-01A	TCGA-IG-A51D-01A	TCGA-IG-A3YC-01A	TCGA-LN-A4MQ-01A	TCGA-L5-A43J-01A	TCGA-L5-A4OE-01A	TCGA-S8-A6BW-01A	TCGA-V5-A7RB-01A	TCGA-L5-A43C-11A	TCGA-M9-A5M8-01A	TCGA-VR-AA4G-01A	TCGA-L5-A8NK-01A	TCGA-V5-AASV-01A	TCGA-L5-A8NN-01A	TCGA-IG-A6QS-01A	TCGA-L5-A4OO-01A	TCGA-VR-AA7I-01A	TCGA-L5-A4OW-01A	TCGA-2H-A9GQ-01A
ALDH3A1	2.272899335	8.402475722	1.265615263	5.518926	1.046632	3.611534	5.025541	3.161841278	0.3975786	5.077066	2.668325	2.133077592	1.180345543	1.843769795	0.52459484	4.683514818	5.136324	0.797932413	3.591839122	4.33892	3.330920194	2.953232	4.674012	8.519716	2.762106627	1.025288	4.494668	10.119955772	0.415593	5.114959	1.679609	5.984834985	2.26155217	8.766558	7.01015	3.30078	4.301889	4.338593502	5.70434	5.7640544	3.486225	4.825856237	8.904486	1.202470994	6.551520336	3.49124685	0.440655433	0.551299263	6.981603	5.19982254	3.228640582	4.359105822	2.376783241	1.092709	1.761078	5.127206908	4.011234	3.235518	3.008237324	4.330275	5.879322	0.1394198	2.287173	3.486118	6.498584502	1.86543	0.360660403	1.7982	10.001136929	3.926626	5.270172	2.21685223	4.168081	1.205473036	7.445017	1.677598	7.377615	6.561969	2.45601	5.153869	2.596034693	4.913940485	10.040561369	2.517589931	1.952638	9.863368813	1.436880997	2.562194	10.88443	8.394927	0.15133289	3.050293202	3.556998737	2.609162361	0.471944403	7.762970798	2.133185	4.821019995	5.102996618	9.343938487	0.5495422	2.560628363	8.70301	3.699716	2.175855	3.546912674	3.380538823	1.739173862	1.202235834	0.735602937	2.372616767	6.439556232	8.033174	1.84689302	0.3506662	4.209053	8.110152243	3.256262	5.215563	8.228474	7.208346307	3.051079668	3.332584	6.214413106	1.675689	3.99167	2.712015739	1.665211004	2.527829	0.9618048	0.735544497	2.060295	1.684597	1.332907657	2.207838	0.381944905	3.125525	2.140434	7.935936	7.306143	0.744488953	7.563306447	2.163310216	0.795274	4.524869	3.945525	2.947792291	0.2352535	9.201108598	0.751585194	9.49374	2.186499547	3.136219112	0.6616335	8.183336178	1.848582	5.276499413	7.961326872	1.222063	3.882098	7.398681	3.581668	3.573069	3.644016939	4.441649418	6.144030538	0.812820687	0.716272354	3.955972808	2.286464198	3.126213969	2.329255713	0.426302951
AKR1C1	1.585478205	4.069538451	1.094516875	3.290278	0.4627042	2.934944	3.698177	1.295468172	1.096986	2.217886	0.9814001	3.16233133	1.0658032	0.722408978	0.909327055	3.582832724	1.40594	0.386020388	1.101834625	6.68668	2.531027192	1.357505	3.598302	8.15426	4.58204548	1.614995	2.623251	7.702824481	0.3891172	0.9897507	1.246145	3.428072046	0.932748797	8.26751	6.993024	1.438425	1.008066	0.559704762	7.338662	3.103740683	3.86373	1.850119785	7.855967	1.283629656	2.296146171	2.549242219	1.197779787	2.002124714	5.917518	2.988990028	2.379174709	7.253586691	0.697838137	1.720122	1.430035	1.527765924	0.6447485	1.035535	1.453020867	0.9355255	1.421405	3.041785	1.181615	3.392589	2.353039576	2.618883	3.130360431	3.548309	7.062726247	1.299795	3.73858	1.16927497	3.160393	0.709796037	3.157255	1.357247	7.260402	6.623579	2.996884	6.319924	1.714379951	2.789953577	6.345738879	0.625935318	0.1863032	6.960571612	0.766034827	1.134075	8.765265	6.511889	0.281180676	2.615236721	2.302726478	1.108552538	1.653673243	2.606615202	1.411403	2.496680848	1.135702618	8.130225529	2.030541	2.177877221	8.316077	1.094153	2.33171	1.932763526	0.575851448	0.663350067	1.520309857	0.505303337	3.262064289	3.942802974	7.200265	2.254877294	2.036431	0.6592454	7.747734273	2.389359	0.7946297	7.216762	6.689407294	2.519064805	2.714707	0.390092431	0.7344325	5.790036	2.462757764	1.868854498	0.09709458	3.968557	1.68980172	2.661189	6.296013	1.315209574	0.6736756	0.829661794	5.264816	1.414555	5.768472	7.621836	1.449147701	7.777710547	2.363060162	3.263146	3.642739	0.874794	1.928166968	0.7869756	5.928559982	0.399776855	7.540508	1.453861345	2.536621293	1.521893	7.330100727	0.7878556	2.567509868	6.483841316	1.568364	1.88124	6.360982	0.755945	1.930901	0.944547783	0.855869823	2.223236057	0.036769096	0.234152574	3.673246809	2.786189228	1.616099958	0.50418151	0.207117626
HMGCS2	7.950432013	0.006795689	0.932849224	0.255141	4.524411	6.375115	4.967538	0.248955836	1.097885	2.413281	7.213166	7.911215582	0.039889673	0.036154618	1.083294927	0.021907079	3.449183	0.017082256	0.154632545	0.1287237	0.010823223	0.7197245	0.02789222	0.01831771	7.769410403	0	6.736408	0	0.3358108	0.5798351	1.799457	6.059241764	4.683419266	0.09208521	0.01309882	6.421039	3.458317	1.624653174	0.008565269	0.04063117	0	6.40854936	0	0.0503168	1.511623322	5.952397073	4.913515688	0.54890622	0.3139061	1.77135747	5.474208457	0.039926903	0.348905153	1.383893	5.403403	0.497040278	4.502609	2.246613	1.655007842	5.574831	2.201512	0.3031271	0.04839365	0.2605095	1.996442381	9.163827	0.875896652	0.006067255	0.035616831	5.475024	2.320715	0.006069124	1.595934	0.592332349	0.3724344	0.9750641	0.9075614	0.375421	7.77864	0.01325015	2.878773558	5.415769635	0.185998824	2.573293953	0.06447132	0.04565763	0.043667428	1.372386	0.7280416	0.1567455	0.038694025	5.35613588	5.095466764	3.998725681	0.04702251	2.863285152	1.017997	2.891765753	3.853891823	0.007467333	6.715951	5.853361528	0	0.2237602	0.0972216	7.693205365	0.226827586	1.815563769	0.100430164	0.802669071	0	0.120449449	0.01793047	2.563718837	2.886435	6.890606	1.016340863	0	0.7881134	0.05254047	0.013102114	0.016778052	0.8296667	4.097705645	5.034109	0.04676089	3.964182455	0.352082113	2.605429	0	1.827683398	0.2912498	0.1220262	0	3.153298	8.32749113	5.87109	7.313922	0.06235802	0.0385058	0.009426842	0.106522887	0.172461142	6.331179	4.93916	7.633361	4.207342197	1.127946	0	1.774058459	0.8604078	5.162354399	5.36031041	0.5106541	0.073205708	0.3898964	0.38720591	0.061522297	0.0923255	4.121951	0.02154752	4.260966	4.84044	3.219996273	0.564365203	0.659315106	0.050298114	7.678375338	0	0.280157004	0.0273005	3.030921143	0.831313133
FABP5	3.686495761	8.934169583	4.068410269	7.908777	5.982508	6.33548	3.605634	6.864879488	3.521767	8.296305	5.200265	6.851768069	4.799537983	5.780090909	4.474176069	6.44288523	5.085094	4.119999589	7.625096225	8.276537	6.949139484	8.435457	8.516175	7.898781	3.749882165	7.853425	4.386522	7.823954019	2.688225	2.791827	3.244875	3.601799074	2.580775522	6.971276	8.244239	5.463816	7.093342	5.013042638	4.830322	8.370923862	3.866382	3.746524979	6.628554	10.061912091	8.164666244	4.264198277	5.905978255	9.270168109	9.439735	8.829801149	3.679810395	6.867947334	8.182085501	3.349004	4.200213	2.612799353	4.198086	4.031006	2.294889205	7.883252	7.777451	2.533453	6.748833	5.00071	7.872198036	4.379231	3.059108414	9.168883	7.935312901	3.565039	9.420017	8.366388587	5.082363	2.991433846	8.297508	2.070682	5.700488	6.680555	4.151579	7.703141	4.75974876	6.311231794	8.546311615	3.88765339	8.790638	8.340034166	6.599342337	3.070618	5.570431	7.009915	3.675493652	2.924794527	3.503061737	1.312301979	3.29048646	8.632625648	7.310026	4.375141943	3.609463481	8.000465559	3.57837	4.040918255	7.280395	7.96334	10.76426	2.810598246	5.333660938	3.748408308	2.823388594	4.228631975	2.659619219	7.388988139	6.938837	6.827842123	4.360708	3.756052	8.737903432	6.00433	2.522972	7.056776	7.048129622	8.883937608	7.779963	5.285434915	4.089083	5.062812	4.110814367	7.02058463	2.37586	9.575237	1.992811134	3.811702	9.426993	9.955895317	5.260159	4.79125353	5.097257	4.659534	5.289231	6.991879	9.645592594	5.300737932	5.310539024	3.356999	4.403074	5.050427	2.721391563	4.233601	7.901812026	4.969930572	6.174198	3.631585541	3.744248999	10.32534	7.294526102	8.604711	8.848791439	7.661030834	7.023116	7.401618	2.074884	6.000262	2.673612	4.384888503	8.595818692	8.549021646	7.954057268	4.293353643	9.562130041	2.959764818	8.867902308	3.971098751	3.428699496
KCTD15	2.538493664	3.33580879	0.430906426	3.787216	1.912244	2.22764	1.540908	1.495341648	1.89207	2.97213	1.718511	2.448459249	3.2638595	3.608718339	2.093679106	3.270392722	1.448531	2.332391329	3.299418392	3.18057	3.259118203	3.187404	3.339401	3.591989	1.507529916	3.525705	0.8718149	4.193604015	1.014118	2.613433	2.261494	2.193010102	1.096413965	3.819418	4.334347	0.5422324	1.734551	2.310748341	3.298456	3.908658132	4.180632	2.06392837	3.558946	3.26669465	3.005097324	0.464008891	1.453507356	3.340342999	3.455099	3.658557045	1.244328227	3.245458093	2.951246767	1.721317	2.232276	2.370637108	0.7077255	2.516764	1.114645821	2.646112	2.83959	2.980465	3.499638	3.385324	3.564165693	1.422992	3.014043151	3.68306	3.44637079	1.717551	2.900109	3.750840815	2.641688	1.359812964	2.753974	1.96002	4.690192	3.489411	1.98486	3.63101	1.830179355	1.729202508	4.013324087	1.108047233	2.909719	2.959486686	3.776121425	1.317808	4.020125	4.734626	3.831029618	1.971790884	2.268091762	1.401772342	1.402049224	2.899842083	2.89587	1.755601544	1.994098521	3.860949578	0.8682876	0.925687757	4.321619	4.371752	3.81789	0.708732787	4.406686093	1.309949795	0.550160638	1.176257869	2.711630046	3.239336256	4.105233	3.686030833	0.7933121	0.9116245	4.92107221	2.333035	0.6500616	4.083063	3.934919321	3.625990836	2.89678	1.522173474	2.662528	3.923177	1.864079928	3.435168541	0.5891807	3.287533	2.780512439	0.7150034	3.335715	3.404691587	2.895668	3.286350907	1.588025	2.118169	3.771642	3.695688	3.923755825	3.009797128	1.904668336	1.068764	2.072545	0.9122087	2.89592217	2.122594	3.602340737	1.286722147	2.393792	1.681087404	1.136523777	3.922988	3.856434562	3.378266	3.230128413	3.823249915	2.133188	1.19521	3.573969	2.586238	1.930923	1.242475063	3.457486164	3.606406165	4.206052819	1.887729351	2.78282353	3.144697962	3.573655499	1.425903011	3.288988931
TP63	0.788496057	6.191441323	0.309772106	7.366579	3.096846	3.530363	0.845868	2.410190723	0.03586883	4.761364	1.911933	2.768718928	5.22230084	3.337035945	0.503193559	6.837117747	0.02393203	0.820639691	7.058458145	7.758097	4.946878874	6.39335	5.407694	7.953064	0.451769243	7.035224	1.038133	6.932683578	0.05518882	0.6600301	0.8879368	0.801548416	0.028495314	7.667076	7.0166	0.9344746	3.405097	0.077034672	7.517496	6.090343998	5.781957	0.019828569	7.660147	5.004587608	4.807354435	0.096496036	2.330472096	6.521427086	7.123448	5.115706371	0.148308895	6.620501461	5.580184065	0.1523892	0.04007676	0.516354044	0.03225775	0.179119	0.853153508	4.110552	4.313407	0.04798444	7.081749	5.251963	6.37244932	1.106704	5.542812453	7.545476	6.978382932	0.4554031	6.684854	6.431971065	2.252182	0.525225349	4.840353	0.1256636	6.800023	7.542398	0.1007034	6.492627	1.202986643	2.85948324	5.593189539	0.050990392	4.389011	5.630065596	6.821908283	0.3370882	7.794712	7.303423	4.400603891	0.083911523	2.561523552	0.847993299	2.395081849	4.246110896	0.01768536	1.405351739	0.049458167	7.54341621	0.1438645	0.155383544	7.609213	6.224976	7.580225	0.581289004	5.765080676	0.407733342	0.050909227	0.059186117	4.97286887	7.438777055	7.367314	5.153975909	0.06377257	0.4838837	7.142614572	6.761107	0.7034711	7.253042	7.331123194	6.184444484	4.645242	0.029318354	0.9689341	6.277634	0.770601231	5.45498963	0.1729303	5.298274	1.25719477	1.310047	6.841441	5.961564656	0.03044474	0.306764217	1.603815	0.01069774	5.650776	7.975382	6.804886756	6.504229721	5.673863467	0.02990645	1.655485	0.1606453	0.049496404	0.1356285	7.718308986	0.080302566	6.375352	0.646685353	0.294115151	4.87047	8.257716608	7.280006	6.161388374	7.416464205	5.750096	3.453987	6.904477	2.577253	0.02460171	2.107396665	6.743957344	5.817609028	5.211910179	0.097942419	6.76822647	1.26774854	6.739734543	0.948414464	0.180488623
AKR1B10	5.036835795	7.853452002	1.99204969	5.263387	4.673729	6.244763	7.28917	5.958941175	0.09389465	7.198973	6.417138	5.950854765	4.17214529	3.114346886	0.760524169	4.310758407	4.839171	1.139333265	7.470345112	8.000951	6.733878558	5.275433	6.864042	9.974782	5.535159352	4.761249	5.415489	10.776777018	4.65302	3.039679	3.173416	7.954585213	4.605481665	10.06772	8.289939	5.546413	5.423688	5.601806782	8.854113	4.775325581	4.328015	3.844755373	10.03036	4.972366602	6.4133061	5.636075662	4.87303484	4.13855086	8.552582	7.314842569	4.758875048	6.257732158	5.825854761	6.797797	2.840236	4.201831929	6.105639	5.295946	2.12234626	6.960551	6.610656	0.9598589	0.9394341	4.073793	7.225224415	6.714576	1.231432401	5.934627	8.573651259	4.760067	6.861019	3.535565343	6.292973	3.018649332	6.935063	3.817717	8.770882	8.255874	7.225178	6.955478	2.944156975	7.858838489	9.035229213	2.126516406	1.844309	8.795208143	4.356698832	1.230005	9.012908	9.031752	0.184282053	5.282418818	6.135469959	1.713474941	4.243680331	6.543223512	2.717905	6.956138814	6.25969357	8.327867911	0.4366913	6.435937676	9.762512	6.099901	4.779859	6.028090572	3.586202077	4.222385752	5.064726036	0.373755608	2.326999274	5.961568352	9.474468	1.210747472	2.754196	3.917673	9.209777719	5.94609	7.117837	9.417178	8.71635512	6.067459065	3.885274	6.15770458	1.209284	7.056851	1.582276403	4.415520189	3.096097	3.939347	2.542712193	1.350472	5.031322	0.684437244	2.992802	2.978031229	6.001979	8.060439	8.928086	9.258764	5.403082022	8.887520369	3.458769736	0.1236988	8.169694	7.938715	5.14166434	0.2664556	8.052495204	0.251302574	9.365997	4.277282592	6.748876384	4.822384	8.660460595	1.083867	5.150051239	8.748439643	3.133328	6.016288	6.921247	4.775464	5.876308	4.346287692	5.54595351	6.668431804	2.795993571	5.704928091	6.50320999	5.705190797	4.118468098	3.587022863	0.170571703
PTPRZ1	0.133256541	5.274852339	0.030372588	2.857043	1.926719	1.550536	2.099096	1.571604951	0.1194632	3.499873	0.8430647	1.241708271	1.980403624	0.764707632	0.254523683	3.742025682	1.715087	0.362478477	1.099015993	3.177169	2.034306475	3.264669	3.171369	1.646185	0.142489803	3.843199	0.4013801	3.827143509	0.01529525	0.2765574	1.082225	2.4934469	0.708607957	4.786144	4.705843	1.216785	1.723725	0.864134834	4.13649	2.444825549	4.342483	2.617083294	3.410356	3.892324355	1.623558667	1.492249732	0.964750612	2.354849067	4.006473	3.345028905	0.665634199	3.263812351	3.892295578	3.013262	0	1.730876481	0.02270504	0.5316557	0.679417154	1.631279	1.606763	1.096288	2.531642	3.416756	2.855990669	0.3514382	0.223449169	4.528158	3.707860368	0.1175724	2.023381	2.632799383	0.6686273	0.703844226	2.617774	0.171037	2.979486	5.242228	0.05804948	3.114836	0.81283539	1.723581985	5.051995785	0.054399062	2.00418	3.253373602	0.266826263	0.08420264	1.666295	1.857237	0.264903041	2.096930222	2.917680764	0.266232316	0.112016747	1.766633997	0.06110336	2.844252813	1.243231529	4.414425864	0.1256888	0.11665434	3.874466	3.747724	2.723027	0.652968683	3.614511507	0.431281135	0.17738438	0.102863024	0.123985702	3.872847197	5.288387	0.400984192	0.03390486	0.07775624	4.258912027	1.155594	1.116025	5.27431	5.168967619	2.673522554	5.160198	2.009652682	0.07298205	4.121196	0.942757554	1.992271932	0.01931965	4.342149	0.549575505	0.3461057	2.840638	4.319769301	0.2116494	0.712510485	0.5359229	0.2545939	3.526392	4.720282	3.414625727	1.970506182	3.756537337	0.07836225	1.992772	0.2531689	2.168718364	0.01965974	5.248116339	0.03070587	1.026467	0.881077562	1.192257872	2.954454	2.472169692	2.638158	3.724887163	5.231317635	4.323794	2.251129	4.413018	0.9934775	2.252826	1.240806138	4.476522198	3.144531796	5.883861776	0.048582703	3.308594258	1.250499888	3.796914588	0.344054743	0.012195215
TSPAN8	7.731628343	0.041122328	7.060305943	1.104418	6.308467	7.828205	6.899923	4.621205076	5.358298	7.121349	7.768585	7.555384124	0.186881737	0.099265192	5.527662747	1.56553781	8.249908	7.243355582	0.444513314	0.5011092	0.334929057	1.308244	0.04944659	0.3393415	8.032011373	0.02638529	7.276371	0.737111239	1.468623	7.124305	6.385223	6.592060081	6.011537007	0.1004062	0.07203676	7.428426	7.427018	7.783077725	0.2416293	0.915530239	0.08221767	6.409620607	0.1741448	2.865831234	3.354036557	7.785181153	8.024350997	0.918210898	1.049754	2.631697439	8.190461577	0.093329004	0.085538997	7.006002	8.020407	7.432422197	8.184729	5.404883	7.489312913	5.943592	5.307653	1.38982	0.2474921	0.996501	0.26488332	7.90019	1.863164833	0	1.298204348	7.905506	2.699297	0.275997973	5.755474	5.75006133	0.2133999	6.794221	0.4958101	0.8566123	8.735957	0.006777039	7.402195984	8.293534676	1.923763014	6.788986169	0.0540346	0.681528929	0.255099308	7.363626	0.9022503	0.116817	0.970829555	6.20944844	5.995591843	5.710906735	7.71489715	0.585144872	6.521953	8.013322516	9.489970714	0.088898779	7.912874	7.297200368	0.06641187	0.4415262	0.8530948	8.748607406	0.706090097	7.252647454	7.578626412	7.989379673	0.016091049	1.63980598	2.14985	2.884965561	8.609321	8.177279	0.141011874	0.1900933	8.395612	0.8777805	0.103653512	0.050769229	1.414162	7.873442906	4.871411	1.074069	7.385358132	1.241711396	7.807963	0.0362087	6.901636276	5.667132	0.007624758	0.379650402	6.731833	7.597189229	7.947597	8.745861	0.8965302	0.1086549	0.181189358	1.596022823	2.244516394	5.32772	8.098696	9.01159	4.937457769	7.836064	0.563528562	6.927366592	3.51032	8.128681735	7.539341782	2.576133	0.151442913	0.7571367	1.072043246	0.215601639	1.184334	8.720237	0.6349648	7.33528	5.80557	8.5128563	1.848349504	0.896081169	0.830695189	7.449360601	0.03850871	8.665167483	0.938396109	7.620648192	1.463560645
DSC3	0.94006454	7.735639105	0.218240623	7.63198	4.59733	4.883374	0.9637565	4.575365675	0.7511492	7.402318	3.535997	4.790222019	5.196520827	4.81272083	1.60856582	6.465381458	0.04022252	1.593636462	7.285072494	8.896756	6.110819441	6.90359	6.625807	7.640175	0.977030118	7.570846	2.94249	7.801415421	1.829471	1.334941	0.722449	0.960602693	0.553675009	8.148837	7.76755	0.7070923	5.789307	0.078532534	5.687163	5.89618151	6.873618	0.219170908	6.027347	6.418479248	6.564095095	0.138131068	3.377308978	7.497607176	7.554828	6.638159111	0.318955456	6.381749498	7.028455267	0.3817415	0.02006261	1.274280214	0.1126528	0.1118619	0.091575742	6.335164	6.337398	0.05255687	7.361186	5.066178	7.820125043	2.558427	2.050672284	8.333327	7.639653625	0.3723547	7.886886	7.45896962	3.357601	0.160210927	6.752906	0.07828589	5.944145	6.847044	0.1575737	7.622414	0.903884201	4.756940649	7.645675109	0.051030751	5.507495	4.551074275	7.127920373	0.6765718	5.727265	7.070908	2.243104131	0.097670504	1.508983386	0.954164398	0.151937309	6.594880284	1.778226	2.680625727	0.120697901	7.651810307	0.2701686	1.069602202	7.033625	7.006854	7.442597	0.640027111	4.315197154	0.300849637	0.273443682	0.091392802	3.898808868	7.674243167	7.094091	6.512821329	1.283759	0.2755919	6.828179113	7.119465	0.886099	6.730765	6.914449922	8.093091608	7.45605	0.009595383	0.5370498	7.668382	0.848835552	7.002926206	0.2753885	7.128532	1.193202578	2.135824	7.827359	7.371917702	0.2566756	0.537009514	2.844033	1.6465	5.228162	6.964542	8.216965625	6.46413491	5.55548581	0.1382628	2.485021	0.1513461	0.041940894	0.1629295	7.561260789	2.016230997	5.144747	1.608196874	0.77773003	7.69139	8.317672659	6.642422	6.763057267	7.5907918	6.251951	6.148503	7.205537	4.312591	0.01736984	3.393851685	6.892301881	7.413794989	7.533503838	0.045568869	6.329223956	0.662757492	7.829483842	1.290161774	4.739754543
TGM1	0.293226129	5.621499467	1.162499268	5.891151	6.276423	5.128061	0.7931255	5.932810799	0.3305366	7.732654	3.334455	4.733029854	0.976820296	4.298840557	0.733045235	5.128341911	0.2833082	1.936825252	1.001940408	1.977138	3.650674826	7.590809	4.849641	5.809976	1.356560706	2.271361	0.5118201	5.840993373	0.2902558	1.416914	1.711607	0.291581996	0.213179989	4.257875	1.731111	0.539834	7.324185	1.240371112	5.219989	3.648191857	2.988541	0.198242471	1.974359	5.665976252	8.899156184	0.343918244	1.828225385	6.330793401	6.667599	8.859098482	0.717049314	7.497969826	4.417446045	0.4788689	0.4923579	1.214917146	0.6522253	0.5019494	0.738581835	7.335724	7.956319	0.07657911	2.473142	0.4102723	7.564408408	2.40934	0.160265984	6.24244	4.474975446	0.2477833	6.986166	3.808286894	3.852921	0.886511246	8.693775	0.6840478	1.157484	4.686184	0.314612	3.928222	0.443589019	6.670753051	7.687825598	0.334269302	5.653523	4.023122312	2.424441849	0.3776357	1.209715	4.450618	1.184222642	0.211555318	2.332531444	0.32002756	0.82813348	8.698449057	0.9708476	3.371500258	0.399125477	6.441859528	0.3293327	0.681748491	2.997525	8.341721	1.240988	0.795954652	5.232549275	0.693103478	0.676504981	0.443332198	0.543637549	6.691453389	1.968113	5.015760961	0.7761516	0.2062848	6.001162086	1.549078	0.6237459	2.624517	2.079928367	5.708394476	5.630864	0.570809968	0.3835518	1.188015	0.824320232	4.044274158	0.6133147	7.937058	0.486342268	0.3788112	6.348622	8.538612932	0.5510455	0.566569853	4.743153	0.268117	2.711638	5.147818	3.968300587	1.711595106	1.724370221	0.3052257	0.452222	0.3680106	0.176358151	0.344351	5.228561221	0.369530205	2.777748	0.380083593	0.855833055	5.005393	3.553366385	4.047181	5.993504635	5.141747534	5.636759	7.410035	4.676498	5.388621	0.1928463	4.287072426	2.005011275	7.880097128	3.310063881	0.850604858	4.380710644	0.74448156	4.472550158	1.795754404	0.425027619
